name,sc,origin
8too,    0.679,antibody
6zwk,None,antibody
6b5l,None,antibody
7tyw,    0.668,antibody
7urd,None,antibody
6x3s,None,antibody
2y06,    0.616,antibody
7x47,    0.410,antibody
4plj,    0.721,antibody
6mf7,    0.562,antibody
8kh5,None,antibody
8jiz,None,antibody
8ezk,None,antibody
7v9l,    0.706,antibody
7ycn,    0.663,antibody
8v4f,    0.557,antibody
7zfa,None,antibody
8tnt,    0.572,antibody
6k4z,None,antibody
7wog,    0.605,antibody
8j1t,    0.477,antibody
7upm,    0.583,antibody
6umg,    0.678,antibody
8ivw,    0.627,antibody
6bdz,None,antibody
7klg,None,antibody
6did,None,antibody
6apd,    0.522,antibody
1kb5,    0.569,antibody
7zce,None,antibody
5fv2,None,antibody
5ea0,    0.717,antibody
7wos,None,antibody
7mjk,None,antibody
6bah,None,antibody
4lgr,None,antibody
7s3m,None,antibody
7yxu,None,antibody
7q0a,None,antibody
8yut,    0.586,antibody
5myx,None,antibody
7mly,None,antibody
7y3n,    0.708,antibody
7n0u,None,antibody
8u1d,None,antibody
8jso,    0.464,antibody
6mhg,    0.763,antibody
8elo,None,antibody
5u4l,None,antibody
3w14,    0.675,antibody
6um5,None,antibody
8w9j,    0.709,antibody
7czu,None,antibody
5gxb,    0.478,antibody
6cnv,None,antibody
8iv0,None,antibody
6o2a,None,antibody
6a9k,None,antibody
7x3e,    0.512,antibody
7kgv,    0.649,antibody
7c8v,None,antibody
2oqj,    0.675,antibody
2arj,    0.679,antibody
8j7w,None,antibody
9fgs,None,antibody
3f7v,None,antibody
7apj,    0.790,antibody
3vg9,None,antibody
8hgl,None,antibody
7d0c,None,antibody
8e2u,None,antibody
5o7p,None,antibody
7yms,    0.618,antibody
2mcp,None,antibody
7kmg,None,antibody
8df1,    0.742,antibody
4xbg,None,antibody
3eyu,None,antibody
5hgg,None,antibody
7k78,    0.594,antibody
7teq,    0.631,antibody
8si9,None,antibody
7rt9,    0.783,antibody
7d00,None,antibody
8u2c,    0.690,antibody
7ebr,    0.577,antibody
3d0v,    0.810,antibody
4yr6,None,antibody
8r9y,None,antibody
7zr9,None,antibody
4p9h,None,antibody
2xwt,None,antibody
6k5a,None,antibody
4nik,None,antibody
7paf,    0.568,antibody
8dp1,None,antibody
8jxt,    0.494,antibody
3fmg,    0.547,antibody
7fcp,None,antibody
6gk7,None,antibody
5f3j,    0.686,antibody
5u5f,None,antibody
5kvg,None,antibody
7b2m,None,antibody
8dk5,    0.734,antibody
7mzn,None,antibody
1za3,    0.592,antibody
5t4z,None,antibody
8hn1,    0.645,antibody
8pnv,None,antibody
6mns,None,antibody
8t3s,    0.662,antibody
6c6z,None,antibody
7tzh,None,antibody
8f8x,    0.732,antibody
7k76,None,antibody
3dsf,None,antibody
6wdt,    0.672,antibody
7q0i,None,antibody
8ivx,None,antibody
7uxl,None,antibody
7wr9,None,antibody
2ht2,None,antibody
7yi6,None,antibody
7vab,    0.621,antibody
1yef,None,antibody
7tz5,    0.595,antibody
7ps7,    0.709,antibody
7l2c,None,antibody
7u8m,    0.590,antibody
7kjh,None,antibody
7lkh,    0.647,antibody
7ufq,None,antibody
6z3q,None,antibody
1n64,    0.766,antibody
7ra3,    0.589,antibody
7rmi,    0.546,antibody
2r4s,    0.704,antibody
4orz,    0.739,antibody
3q1s,None,antibody
8ef6,    0.554,antibody
6sge,None,antibody
5kve,None,antibody
5mp2,    0.770,antibody
6mv5,None,antibody
3hmx,None,antibody
7shy,None,antibody
4u6v,None,antibody
7wvg,None,antibody
6ug8,None,antibody
6wg0,None,antibody
8jj0,None,antibody
4lcu,None,antibody
1ahw,    0.625,antibody
5o2u,    0.765,antibody
8qq0,None,antibody
7nmu,None,antibody
7t4r,None,antibody
2h2p,    0.685,antibody
7tyo,    0.649,antibody
7s6c,None,antibody
6vvu,None,antibody
1mci,None,antibody
7ps4,None,antibody
8i0q,None,antibody
8cyc,    0.636,antibody
7cyv,None,antibody
7wo4,None,antibody
8xc4,None,antibody
3rvw,None,antibody
8fdd,None,antibody
7k8s,None,antibody
8ruu,None,antibody
7e9q,None,antibody
7f7h,    0.634,antibody
8txp,    0.777,antibody
5ob5,None,antibody
8ek5,None,antibody
6vbo,None,antibody
7mzg,None,antibody
7ljc,    0.634,antibody
6wtu,    0.648,antibody
7yzk,None,antibody
7fae,None,antibody
6oik,    0.500,antibody
7coe,None,antibody
6nf5,None,antibody
8oyu,None,antibody
4k24,None,antibody
5j57,None,antibody
8flr,    0.659,antibody
7mxl,    0.551,antibody
7wor,None,antibody
6osv,None,antibody
6opp,None,antibody
8en0,    0.742,antibody
7m30,    0.606,antibody
7kf0,None,antibody
5y2l,None,antibody
8q93,    0.755,antibody
8tfq,None,antibody
8gz3,    0.583,antibody
8fjb,    0.618,antibody
1jrh,    0.780,antibody
4ocn,    0.727,antibody
3ngb,None,antibody
4w2o,None,antibody
8jjv,None,antibody
6ldy,None,antibody
5jq6,    0.641,antibody
6xr0,None,antibody
5ezo,None,antibody
4rgo,None,antibody
7yeg,None,antibody
7xli,None,antibody
1nmb,None,antibody
4hlz,None,antibody
6os0,None,antibody
7v5n,None,antibody
1ai1,None,antibody
3ifp,    0.738,antibody
3cx5,None,antibody
3j6u,    0.313,antibody
8g7c,None,antibody
8jin,    0.648,antibody
7f4d,    0.729,antibody
8av2,None,antibody
1k4d,None,antibody
5xmh,None,antibody
6lra,    0.764,antibody
7wtf,None,antibody
7whi,None,antibody
3vi3,None,antibody
8g4o,None,antibody
5uqy,None,antibody
7x2a,None,antibody
2w9e,None,antibody
7rq6,None,antibody
5x0t,    0.767,antibody
6ada,None,antibody
8smt,    0.700,antibody
7mlv,None,antibody
8ebp,    0.570,antibody
7f6z,    0.636,antibody
3tyg,    0.732,antibody
1n6q,    0.658,antibody
6phf,    0.645,antibody
6mlk,None,antibody
7kex,None,antibody
8en1,    0.710,antibody
8f9m,None,antibody
7mjh,None,antibody
6sc5,None,antibody
8h00,None,antibody
8iec,    0.660,antibody
7sk9,None,antibody
7nfr,None,antibody
7laa,None,antibody
7x1m,    0.563,antibody
3mob,    0.803,antibody
8iz4,    0.698,antibody
4r3s,None,antibody
1kxt,None,antibody
5d96,None,antibody
8sk5,None,antibody
7wea,None,antibody
7sbf,    0.631,antibody
7vvj,    0.657,antibody
4nhh,None,antibody
8erq,None,antibody
7kh0,    0.530,antibody
4oii,    0.611,antibody
7m51,None,antibody
3i02,None,antibody
7vdh,    0.676,antibody
4kht,None,antibody
4olv,None,antibody
7q1u,None,antibody
6x1s,None,antibody
7ws7,    0.509,antibody
8sb1,    0.524,antibody
6vyh,None,antibody
5f45,    0.672,antibody
8bg3,None,antibody
6h15,None,antibody
6sne,None,antibody
7yru,    0.700,antibody
6pxh,None,antibody
4xny,None,antibody
6vgr,    0.677,antibody
4pd4,None,antibody
8gho,    0.785,antibody
7dv4,    0.673,antibody
8t1g,None,antibody
6b5s,None,antibody
8aok,None,antibody
6ch8,None,antibody
5yd4,None,antibody
7l0n,None,antibody
7lo7,None,antibody
5w3l,    0.603,antibody
8id3,    0.627,antibody
7kbt,None,antibody
8jip,    0.437,antibody
4i77,None,antibody
5uz7,    0.469,antibody
6awq,None,antibody
8q5y,    0.510,antibody
7lbg,None,antibody
7czq,None,antibody
2fx7,None,antibody
6xjq,None,antibody
1hys,    0.610,antibody
4o02,None,antibody
6itp,None,antibody
7n0v,    0.653,antibody
6gg0,    0.427,antibody
7zmq,None,antibody
8vyf,None,antibody
1mel,    0.730,antibody
6qxe,None,antibody
4hf5,None,antibody
8sw4,None,antibody
1ua6,    0.779,antibody
6ous,None,antibody
7lxx,None,antibody
8ajb,    0.529,antibody
6nbi,    0.535,antibody
7tas,    0.677,antibody
2r4r,    0.719,antibody
8h2g,    0.638,antibody
7enf,None,antibody
7xox,    0.638,antibody
5h8o,    0.587,antibody
7st5,None,antibody
1nc2,None,antibody
6e63,None,antibody
7e3o,None,antibody
1gc1,None,antibody
6wfx,None,antibody
6djp,None,antibody
4u0r,    0.736,antibody
5t3z,None,antibody
4xcy,None,antibody
4g3y,    0.674,antibody
8saw,None,antibody
8r4d,None,antibody
4qti,    0.636,antibody
4laj,None,antibody
7eow,    0.779,antibody
7wt9,    0.496,antibody
7x1t,    0.493,antibody
2yss,    0.766,antibody
6itq,None,antibody
6pwu,None,antibody
8pe1,None,antibody
7qn7,None,antibody
8h01,None,antibody
3l5w,None,antibody
6v8z,None,antibody
2pcp,None,antibody
7wp8,None,antibody
8tfn,None,antibody
7f6y,None,antibody
8sne,None,antibody
7w40,    0.667,antibody
7ws2,    0.516,antibody
6x87,    0.695,antibody
7xk9,None,antibody
6yz5,None,antibody
5d93,    0.809,antibody
8h4l,    0.479,antibody
6woq,None,antibody
6fyt,None,antibody
7s8h,    0.795,antibody
8uky,None,antibody
1ic7,    0.774,antibody
5t1d,None,antibody
8oxx,None,antibody
6q6z,    0.477,antibody
1igj,None,antibody
7wt8,None,antibody
4gft,None,antibody
8flt,    0.635,antibody
4fqv,None,antibody
2p44,None,antibody
7cz5,None,antibody
7eam,None,antibody
6oz4,None,antibody
3l5x,None,antibody
1r0a,None,antibody
8jii,    0.599,antibody
4ojf,None,antibody
6h1f,None,antibody
1qfu,None,antibody
8gpg,None,antibody
6xpz,None,antibody
7k93,None,antibody
3h0t,    0.790,antibody
6zhd,None,antibody
4ydl,None,antibody
6okn,None,antibody
8jz7,    0.568,antibody
6mar,None,antibody
1dbb,None,antibody
3lhp,None,antibody
7kpb,None,antibody
6nfc,None,antibody
7w0o,    0.371,antibody
7chy,    0.768,antibody
6vzi,None,antibody
1jhl,    0.646,antibody
8tfp,None,antibody
7cw3,   -0.000,antibody
8dul,None,antibody
7bz5,None,antibody
6o3l,None,antibody
2ht4,None,antibody
8g2m,None,antibody
8j7t,None,antibody
7k63,    0.707,antibody
2vdr,None,antibody
7nd7,None,antibody
7shz,None,antibody
5d1z,    0.751,antibody
8ja3,None,antibody
7x2w,    0.604,antibody
8khc,None,antibody
6vi4,None,antibody
7rgp,    0.509,antibody
6j5g,    0.648,antibody
7ws4,None,antibody
8toa,None,antibody
3wfb,None,antibody
8t2o,None,antibody
8i0z,None,antibody
2adf,None,antibody
8vqy,None,antibody
8xk6,    0.736,antibody
8f7x,    0.519,antibody
8omz,None,antibody
7rfp,    0.410,antibody
8x7a,None,antibody
5ds8,None,antibody
7jkt,None,antibody
6cwd,    0.634,antibody
8bg6,None,antibody
7zxg,    0.551,antibody
7cdi,None,antibody
7k9z,None,antibody
8d0z,None,antibody
7sqp,    0.719,antibody
7x8y,None,antibody
6bsp,    0.635,antibody
2x7l,    0.716,antibody
7a0x,None,antibody
3a6b,    0.733,antibody
4bel,None,antibody
8ce4,None,antibody
5bzw,None,antibody
4xbe,None,antibody
1uz8,None,antibody
8gh4,    0.709,antibody
6suz,None,antibody
7th2,None,antibody
7t9a,None,antibody
3o2d,    0.755,antibody
5ku2,    0.573,antibody
6pa0,None,antibody
7php,None,antibody
7upx,    0.686,antibody
4ckd,None,antibody
4tsc,    0.753,antibody
5vyf,None,antibody
2ypv,None,antibody
3g6d,None,antibody
7r24,None,antibody
7sof,None,antibody
7tuy,None,antibody
6cnj,None,antibody
8sxj,    0.610,antibody
8w0x,None,antibody
8jlk,    0.516,antibody
6z7w,    0.692,antibody
2r29,    0.435,antibody
8h0p,    0.676,antibody
8syp,    0.674,antibody
4lsq,None,antibody
7qiv,None,antibody
6ww2,    0.496,antibody
8tp7,None,antibody
6nfn,None,antibody
6hco,None,antibody
8gau,None,antibody
1xfp,None,antibody
5ggs,    0.694,antibody
8i2g,None,antibody
4ene,None,antibody
8hcq,    0.378,antibody
8u03,None,antibody
7n65,None,antibody
8g9w,None,antibody
7c2e,    0.547,antibody
7cqc,None,antibody
4yxk,None,antibody
7x6a,    0.529,antibody
6a3w,None,antibody
6qv2,None,antibody
8hmp,    0.626,antibody
8jaf,None,antibody
7urs,None,antibody
1z3g,    0.731,antibody
4p3c,None,antibody
7mw3,None,antibody
5cba,None,antibody
8s9g,None,antibody
1jgl,None,antibody
2vc2,None,antibody
7fjn,None,antibody
8cwv,    0.627,antibody
7a6f,None,antibody
6oe4,None,antibody
8g0i,None,antibody
7t6b,None,antibody
7so9,None,antibody
1oak,    0.766,antibody
8sg1,    0.617,antibody
5fuc,None,antibody
6x9s,None,antibody
6x1v,None,antibody
2htk,None,antibody
6app,None,antibody
5o02,None,antibody
8fas,None,antibody
6ldv,None,antibody
7fh0,None,antibody
6bgt,None,antibody
8sxp,    0.704,antibody
3hzk,None,antibody
7ki1,    0.703,antibody
4w6x,None,antibody
4jfz,None,antibody
7f4h,    0.708,antibody
5xs7,    0.633,antibody
7t3m,None,antibody
8eh5,    0.735,antibody
7ui1,None,antibody
7sqo,None,antibody
6avu,    0.662,antibody
7u2l,    0.631,antibody
6e9q,    0.642,antibody
7yu8,    0.583,antibody
7lop,None,antibody
2pw1,    0.750,antibody
7df9,None,antibody
6ppg,None,antibody
7fin,    0.562,antibody
8f0i,None,antibody
7lse,None,antibody
5yy4,None,antibody
8w89,    0.688,antibody
7y1b,    0.628,antibody
6p8d,    0.835,antibody
7s3n,None,antibody
8f5n,None,antibody
7yvo,None,antibody
8sgi,None,antibody
8fe4,    0.239,antibody
6id4,None,antibody
7kqh,    0.528,antibody
7v3l,None,antibody
7uvh,None,antibody
8sgn,None,antibody
7s0d,None,antibody
8ont,None,antibody
8c3v,None,antibody
8ikh,    0.529,antibody
3j8v,None,antibody
5h32,   -0.000,antibody
2ybr,    0.733,antibody
7n0i,None,antibody
2dqg,    0.740,antibody
8jsp,    0.543,antibody
4j8r,    0.736,antibody
6xtg,None,antibody
2xtj,None,antibody
3pnw,None,antibody
7a5s,    0.447,antibody
3ehb,None,antibody
6mqm,    0.820,antibody
6n7j,None,antibody
5hj3,None,antibody
7u60,None,antibody
7lfd,None,antibody
3ck0,    0.782,antibody
2r1w,None,antibody
7mjj,None,antibody
43ca,None,antibody
4rqs,None,antibody
8jyq,None,antibody
7wcm,    0.597,antibody
7llk,None,antibody
6pb1,    0.572,antibody
6lpb,    0.459,antibody
7rd3,    0.794,antibody
8xea,    0.571,antibody
7ul3,None,antibody
5gzn,    0.621,antibody
6mub,None,antibody
3t3p,None,antibody
7y35,    0.632,antibody
4web,None,antibody
6was,None,antibody
4jlr,None,antibody
8g78,None,antibody
6x05,None,antibody
7xbd,    0.574,antibody
7yqz,None,antibody
6h70,None,antibody
7s13,None,antibody
1mcr,None,antibody
8khd,None,antibody
4lsv,None,antibody
8dzr,    0.608,antibody
7yub,None,antibody
1svz,None,antibody
1fns,    0.817,antibody
7wh8,    0.545,antibody
5w06,None,antibody
7vgy,    0.629,antibody
5ocy,None,antibody
8tui,    0.623,antibody
8dzs,    0.608,antibody
8be1,None,antibody
7jv5,    0.547,antibody
7s5q,None,antibody
8pnl,None,antibody
5f9d,None,antibody
8gye,None,antibody
7ssz,None,antibody
7n8i,None,antibody
6vmj,None,antibody
7ur4,None,antibody
2q8b,    0.804,antibody
4n8c,None,antibody
7yvf,    0.620,antibody
6azz,None,antibody
8omu,    0.424,antibody
5hhv,None,antibody
3klh,    0.718,antibody
8hrh,None,antibody
8r1d,None,antibody
7kqg,    0.772,antibody
2jix,    0.468,antibody
7zlh,    0.609,antibody
1cfs,    0.746,antibody
6rak,None,antibody
3v7a,    0.753,antibody
6a0z,None,antibody
7wrj,    0.442,antibody
7mw6,None,antibody
8xsi,None,antibody
6vug,None,antibody
4xmk,    0.776,antibody
6w7s,None,antibody
6nmt,None,antibody
4tsa,    0.751,antibody
5m2m,    0.642,antibody
7tht,None,antibody
1c5c,None,antibody
3j8z,None,antibody
8qy9,None,antibody
7mdu,None,antibody
5e8d,None,antibody
7m7f,None,antibody
5c1m,None,antibody
2itd,None,antibody
8txm,None,antibody
7wck,    0.624,antibody
6mui,    0.150,antibody
6u0l,None,antibody
6xkq,None,antibody
2g2r,None,antibody
4jfx,None,antibody
7x93,None,antibody
5c0s,    0.771,antibody
8iw1,    0.536,antibody
3wfc,None,antibody
7mhx,None,antibody
7s8n,    0.533,antibody
6z1v,None,antibody
5hm1,    0.765,antibody
7mzj,None,antibody
4jzn,None,antibody
2h1p,    0.620,antibody
5f7n,None,antibody
1bzq,None,antibody
7vug,    0.622,antibody
8hlb,    0.528,antibody
7vgr,None,antibody
7ecy,    0.534,antibody
2fl5,None,antibody
6bae,None,antibody
2qql,    0.709,antibody
8gdb,    0.552,antibody
7ps0,None,antibody
5d70,None,antibody
8zc6,    0.575,antibody
4xp6,None,antibody
6uyf,None,antibody
8t07,None,antibody
7v3h,None,antibody
8id4,    0.669,antibody
6s0y,None,antibody
7dty,    0.608,antibody
8vzo,None,antibody
7teb,    0.634,antibody
8sis,None,antibody
5hbv,None,antibody
6gjs,None,antibody
7ns6,None,antibody
6u55,    0.694,antibody
6xjw,None,antibody
6o2b,None,antibody
6d01,None,antibody
6rcu,    0.552,antibody
5fhc,    0.557,antibody
8ez3,None,antibody
7ugo,None,antibody
8cc0,None,antibody
2r0w,None,antibody
3nh7,    0.599,antibody
5mhg,None,antibody
6eay,None,antibody
6e3h,None,antibody
8iva,    0.485,antibody
2bob,    0.757,antibody
7qtj,    0.416,antibody
8rz2,    0.717,antibody
6d6t,None,antibody
6pxr,None,antibody
6p3r,None,antibody
5nuz,None,antibody
2jb5,None,antibody
2dqj,    0.759,antibody
8eeu,    0.482,antibody
6vy6,None,antibody
7k8z,None,antibody
3p0y,None,antibody
8zc5,None,antibody
6qfc,None,antibody
7xsc,    0.739,antibody
6b3k,None,antibody
7fat,    0.775,antibody
4q5z,None,antibody
8i7v,    0.651,antibody
5ja9,None,antibody
6cue,None,antibody
5lhr,    0.780,antibody
7yvm,    0.490,antibody
9erx,    0.611,antibody
1i8k,    0.820,antibody
4k94,None,antibody
5tjw,    0.600,antibody
5dtf,None,antibody
8gp3,None,antibody
7kdm,None,antibody
6w4y,None,antibody
7p6k,    0.624,antibody
8fz2,    0.563,antibody
6u8d,None,antibody
6ztr,    0.687,antibody
5w3e,    0.599,antibody
8tnl,None,antibody
8x0t,    0.682,antibody
8aia,    0.463,antibody
3w2d,None,antibody
7q6z,None,antibody
7l0l,None,antibody
7lde,None,antibody
4yga,    0.598,antibody
3qa3,None,antibody
5wth,    0.259,antibody
8rda,None,antibody
8xjm,    0.680,antibody
7c61,None,antibody
7km5,    0.662,antibody
3vw3,None,antibody
8cw9,None,antibody
8b7w,None,antibody
4xnq,None,antibody
7a3t,None,antibody
1tpx,    0.738,antibody
6w0h,None,antibody
7uz6,None,antibody
4r4n,None,antibody
7f8w,    0.644,antibody
7qia,    0.752,antibody
1sy6,    0.759,antibody
4o5i,None,antibody
7d4b,None,antibody
7kew,None,antibody
8i4h,    0.633,antibody
7fgj,None,antibody
2a6i,    0.624,antibody
6ju0,None,antibody
7wxw,    0.466,antibody
6pbv,None,antibody
7wuh,None,antibody
4cni,None,antibody
1lo2,None,antibody
7lj5,None,antibody
8gb7,    0.734,antibody
8hij,None,antibody
3j42,    0.473,antibody
7f58,    0.630,antibody
2hkf,None,antibody
3tv3,None,antibody
1zlw,None,antibody
8yzk,    0.478,antibody
7aqx,None,antibody
7arn,None,antibody
1r3l,None,antibody
7phu,    0.757,antibody
8hpv,    0.526,antibody
8x8n,None,antibody
7yow,None,antibody
8qf4,None,antibody
4hem,None,antibody
4khx,    0.620,antibody
8bvt,None,antibody
7c2l,None,antibody
5hi5,None,antibody
1xiw,    0.771,antibody
3zdy,None,antibody
7ej4,None,antibody
5w5z,None,antibody
2ny1,None,antibody
2p8p,    0.774,antibody
6pis,None,antibody
6b73,None,antibody
5dfv,    0.704,antibody
8dyx,    0.690,antibody
7wki,None,antibody
9bei,    0.567,antibody
5a7x,None,antibody
8fa6,None,antibody
7kd0,None,antibody
6x4t,None,antibody
8cdd,    0.631,antibody
5gkr,None,antibody
7qez,None,antibody
7joo,None,antibody
5alc,None,antibody
6war,None,antibody
5vl2,None,antibody
8iuz,None,antibody
5a2k,None,antibody
6u12,None,antibody
7byr,None,antibody
6dde,    0.581,antibody
7eaj,    0.598,antibody
1cly,None,antibody
6olp,None,antibody
6qtl,None,antibody
5dup,    0.489,antibody
2r9h,None,antibody
8f60,None,antibody
4kk9,    0.613,antibody
6o39,None,antibody
6xe1,None,antibody
3ikc,None,antibody
7bem,None,antibody
4wuu,None,antibody
8gje,None,antibody
4w6y,None,antibody
6ulc,None,antibody
7kfv,None,antibody
4fg6,    0.704,antibody
7xat,    0.615,antibody
8g3v,None,antibody
2bdn,    0.683,antibody
8gs9,    0.444,antibody
8evi,    0.691,antibody
7r89,None,antibody
6x9v,None,antibody
2otw,    0.779,antibody
3wxv,None,antibody
3e8u,    0.839,antibody
8tq8,None,antibody
7f12,None,antibody
4m48,None,antibody
7v24,    0.690,antibody
3mac,    0.649,antibody
5n09,None,antibody
5ihl,    0.744,antibody
5eii,    0.683,antibody
4fqj,None,antibody
7x1u,    0.514,antibody
7tn9,None,antibody
8g77,None,antibody
6nb3,None,antibody
7we9,None,antibody
7qvm,    0.660,antibody
6v7y,None,antibody
5xxy,None,antibody
8jbf,    0.651,antibody
5vgj,None,antibody
7wow,    0.509,antibody
7r0c,None,antibody
6ii4,    0.553,antibody
8w87,    0.669,antibody
8jhn,    0.519,antibody
5jhl,    0.727,antibody
8g3p,    0.580,antibody
8dph,    0.533,antibody
2fx8,None,antibody
7xtc,None,antibody
6gkd,None,antibody
7kgk,None,antibody
5aco,None,antibody
2xzq,None,antibody
7ezm,    0.616,antibody
8cz5,None,antibody
7fig,    0.642,antibody
7mf1,None,antibody
5voc,None,antibody
1vpo,None,antibody
5vpg,None,antibody
7um5,    0.604,antibody
7tyn,    0.662,antibody
7ch5,    0.670,antibody
3fo9,None,antibody
6x78,None,antibody
5xcu,None,antibody
8dpg,    0.534,antibody
5aaw,None,antibody
6hx4,    0.689,antibody
7xsb,None,antibody
5ywo,    0.461,antibody
7urq,None,antibody
8urf,None,antibody
7nab,None,antibody
7ufh,None,antibody
5tih,None,antibody
6o24,None,antibody
4xvs,None,antibody
7a3q,None,antibody
7la4,None,antibody
8i9a,    0.507,antibody
2fjg,None,antibody
8r8k,    0.640,antibody
7uds,None,antibody
2hfe,None,antibody
2xqb,None,antibody
5f7w,None,antibody
6oca,None,antibody
2ltq,None,antibody
8i9s,    0.463,antibody
1yuh,None,antibody
8e0e,None,antibody
8pe9,None,antibody
6mek,None,antibody
5j1t,None,antibody
1tzh,    0.610,antibody
8sga,None,antibody
1q9w,None,antibody
8efl,    0.571,antibody
7swx,None,antibody
8hbg,    0.556,antibody
1dbj,None,antibody
6t9e,    0.740,antibody
3egs,    0.670,antibody
5f3b,None,antibody
6v7z,None,antibody
3dvn,    0.726,antibody
4pgj,    0.759,antibody
8dtu,None,antibody
6w2c,None,antibody
7v7k,None,antibody
8oni,None,antibody
8jh7,    0.630,antibody
7noz,None,antibody
7raj,None,antibody
7sww,None,antibody
6udk,None,antibody
7ozt,None,antibody
6x1u,None,antibody
3g5v,None,antibody
7r4i,None,antibody
5fcu,None,antibody
8dto,None,antibody
7cwo,    0.546,antibody
7n4m,    0.627,antibody
3wkm,None,antibody
3go1,None,antibody
7bwj,None,antibody
6fax,None,antibody
3wih,None,antibody
8t7a,   -0.000,antibody
8hpj,    0.798,antibody
3mj9,None,antibody
8b1f,None,antibody
3gbm,None,antibody
6wpw,    0.560,antibody
7xmz,None,antibody
7pij,None,antibody
8ty1,    0.492,antibody
6rai,None,antibody
7ttm,None,antibody
4ogx,None,antibody
6p9x,None,antibody
3lh2,None,antibody
1cft,    0.594,antibody
7ahu,None,antibody
7o9s,None,antibody
5e5m,    0.753,antibody
7y0v,    0.701,antibody
6ks0,None,antibody
8gjr,None,antibody
7sr3,    0.767,antibody
7k4n,None,antibody
8j6l,    0.522,antibody
6zbv,None,antibody
1oau,None,antibody
8bvr,None,antibody
7wo7,None,antibody
7bu8,None,antibody
7zf5,None,antibody
2znx,None,antibody
7ean,None,antibody
7w6p,    0.626,antibody
7qcq,None,antibody
7pc0,None,antibody
8heb,None,antibody
8fn1,    0.693,antibody
2fd6,None,antibody
7u8j,    0.525,antibody
7jwq,None,antibody
4tvp,None,antibody
8fcz,None,antibody
6bck,None,antibody
6uym,None,antibody
8jmm,    0.589,antibody
8f6v,None,antibody
7lqw,None,antibody
7rah,    0.750,antibody
2p43,None,antibody
8tao,None,antibody
8dao,    0.611,antibody
7tzg,None,antibody
7a5v,None,antibody
1kxv,    0.764,antibody
8xoj,    0.572,antibody
8x79,None,antibody
7ugn,None,antibody
7r74,None,antibody
6ss6,None,antibody
8f4p,None,antibody
8deq,None,antibody
8ol9,None,antibody
7ytn,    0.684,antibody
7mjl,None,antibody
5f97,None,antibody
6ni2,None,antibody
8j80,None,antibody
8ffe,None,antibody
4x7d,None,antibody
3hae,    0.660,antibody
7dhr,    0.399,antibody
7rbt,    0.587,antibody
8h8q,None,antibody
3gbn,None,antibody
7kqk,None,antibody
6b5o,None,antibody
4xwg,None,antibody
6ujc,None,antibody
7rlz,None,antibody
1cf8,None,antibody
6x9u,None,antibody
6e1k,None,antibody
1ncb,None,antibody
3raj,    0.677,antibody
7k90,None,antibody
3hzm,None,antibody
6s8i,    0.591,antibody
5vxj,None,antibody
7vzt,    0.653,antibody
7e5s,    0.603,antibody
6x1a,    0.661,antibody
7dd2,    0.555,antibody
8r4q,None,antibody
8ha0,    0.554,antibody
8oyt,None,antibody
7k65,None,antibody
4n0y,None,antibody
4ocx,None,antibody
2vxt,None,antibody
6jhr,    0.509,antibody
1r3i,None,antibody
6uye,None,antibody
5ku0,    0.498,antibody
7uym,    0.812,antibody
3oko,None,antibody
5h30,    0.635,antibody
7bnv,None,antibody
4u3x,None,antibody
8t04,None,antibody
8dok,None,antibody
4fz8,None,antibody
6blh,None,antibody
7lsg,None,antibody
5dum,None,antibody
4lmq,    0.773,antibody
7y64,    0.509,antibody
6cvk,None,antibody
5ujz,None,antibody
8fah,None,antibody
7cho,None,antibody
3b9k,    0.766,antibody
7rd4,    0.795,antibody
6flb,None,antibody
7bbg,None,antibody
6w41,None,antibody
7sk6,None,antibody
7urc,None,antibody
6co3,None,antibody
7e9p,None,antibody
8xqp,    0.611,antibody
5grj,    0.680,antibody
8wg7,    0.542,antibody
5vnw,None,antibody
5dt1,None,antibody
8pnu,None,antibody
7kmd,None,antibody
2ht3,None,antibody
7d6i,    0.584,antibody
5ug0,None,antibody
8dlr,None,antibody
5usi,None,antibody
5fb8,None,antibody
7yon,    0.618,antibody
4yx2,    0.798,antibody
7sla,None,antibody
7f5g,None,antibody
7kfe,None,antibody
7vtj,    0.774,antibody
8gnh,None,antibody
4xph,None,antibody
5kwl,    0.437,antibody
6adb,None,antibody
7q4q,None,antibody
8t2b,None,antibody
5kel,None,antibody
8vye,None,antibody
7jr7,    0.642,antibody
1kcs,    0.751,antibody
8rml,    0.510,antibody
6xbj,    0.539,antibody
6uum,None,antibody
4xgz,None,antibody
6fgb,None,antibody
6iea,None,antibody
6hf1,None,antibody
8jil,    0.597,antibody
7wsi,    0.626,antibody
5f9a,None,antibody
2iff,None,antibody
8byu,None,antibody
7wry,    0.657,antibody
8dmj,    0.674,antibody
1dzb,    0.704,antibody
7sr4,    0.772,antibody
8c2r,None,antibody
6aj7,    0.499,antibody
6t9d,None,antibody
6avr,    0.658,antibody
3bae,    0.793,antibody
5vph,None,antibody
7wqv,None,antibody
1qnz,None,antibody
8zc3,None,antibody
4uv7,None,antibody
4m7l,    0.609,antibody
7y7k,    0.423,antibody
8u4q,None,antibody
8d7e,None,antibody
7a48,None,antibody
7ew7,    0.612,antibody
8cni,None,antibody
4bh8,    0.714,antibody
5tru,    0.602,antibody
